Movie Name,Rating,Rating Count
Vismayam,6.4,80
Urban Envy,7.1,21
Himouto! Umaru-chan,7.1,1735
Faith,6.3,1167
Dirty God,6.5,1769
Counter Histories: Rock Hill,7.3,14
Clip: 1,5.4,128
Chasing Sleep,6.2,3609
The Spot 313,5.1,1583
The Roommate,4.8,40644
The Iron Lady,6.4,112344
The Eagle's Nest,5.7,46
The Devils Heist,4.3,38
The Coleman Show,6.3,106
The Blood Lands,4.7,2790
Tales From The Cryptkeeper,7.5,1477
Stealing Chaplin,5.2,127
Stag Hunt,3.6,285
Sorority Nightmare,3.9,1366
Silver Canyon,6.3,95
Severed Ways,4.3,553
"Restoration, Inc.",6.6,15
Pok�mon Ranger and the Temple of the Sea,5.9,2853
Pipeline,6,828
Party With Me,4.7,132
Middletown,5.9,355
Merrick,5.7,86
Mere Dad Ki Maruti,6.4,4893
Me Familia 2,5.4,35
Love And War,5.9,8993
Let's Dream,2.8,148
Hollywood High,3.6,477
Hidden Truth,5.2,393
Henry's Crime,5.9,21034
"Eerie, Indiana",8.2,6075
Crappy Mother's Day,4.6,70
Corn: A Field of Screams,3.1,2546
Climate Of The Hunter,5.2,402
Brothel,3.6,411
Broken Armor,5.1,33
Best of Enemies,7.6,6428
As The Village Sleeps,2.6,182
Amundsen: The Greatest Expedition,6.2,4703
Alleyway,5.6,102
All Who Loved Her,3.1,256
Acute Misfortune,6.6,284
Acres and Acres,6.5,909
A Pigeon Sat on a Branch Reflecting on Existence,6.9,19225
Vanavarayan Vallavarayan,5.2,96
Val,5.1,718
True Crime,6.6,37775
The Tangle,4.3,784
S.O.Z: Soldiers or Zombies,5.5,929
Preetam,6.2,36
Poovarasam Peepee,7.6,102
Moodar Koodam,7.6,1381
Maha Maha,3,327
Lucy's Really Lost Moments,7.2,77
Inga Enna Solluthu,2.3,148
DFW The Series:Traffickers,5.9,9
Dark State,3,153
Cartoon Classics - Vol. 1: 25 Favorite Cartoons - 3 Hours,6.8,18
Across The Line,5.4,480
Vadacurry,5.4,529
Vaayai Moodi Pesavum,6.7,1894
Tohfa,5.1,187
Thiru Thiru Thuru Thuru,6.6,90
Steve and Maggie - Sing and Shout,6,17
Romper Stomper,6.8,41019
Raja Rani,7.6,5689
Punnagai Poove,5.6,38
Prem Nagar,6.1,147
Parasuram,4.6,66
Paralyzed,3.4,30
Netru Indru,3.7,31
Nerungi Vaa Muthamidathe,6.3,67
Momentum,5.5,16599
Kutti Pisasu,4.4,52
Kadampari,4.2,28
Is there anybody there?,6.6,4955
El Lute: Run for Your Life,6.6,671
Control,7.6,67577
Chor Machaye Shor,6.1,177
Chatrapathy,5.1,13
Bug Brother,6.3,3434
Becoming the Enemy,5.1,88
Anna Karenina - Vronsky's Story,6.3,419
Aarohanam,6.9,121
49-O,6.3,211
10 Endrathukulla,5.2,1534
The Prague Orgy,4.9,168
The Bad Mother's Handbook,6.2,1565
Sonna Puriyathu,6,86
Moone Moonu Varthai,6.2,45
Kids,7,82703
Kadavul Paathi Mirugam Paathi,2.5,22
Wrecking the Uprising,8.7,31
Vetri Kodi Kattu,7.2,290
Time Well Spent,8.5,63
The Outlaw,5.4,4858
The Gigolo,4.5,577
The Destructors,5.9,1561
The Dangerous Lives of Altar Boys,6.9,14056
The Black Glove,5.6,324
The Big Chase,5.2,119
Strega,4.9,27
She,7.3,34681
Shadow Man (Street Of Shadows),7.2,6698
Saint Ralph,7.3,6276
Rebelion De Los Colgados Aka The Rebelion Of The Hanged,7.5,163
Outlaw Women,5.2,227
Not That Funny,5.5,320
Near Enemies,3.8,38
Monster From The Ocean Floor,3.8,942
Massacre,7.4,175616
Loan Shark,6.4,731
Kizhakku Kadarkkari Salai,3.4,28
House Of The Black Death,3.3,328
Gasoline Alley,3.9,2670
Endless?,4.9,9254
Day Of The Reaper,4.1,154
Creature Of The Walking Dead,2.6,227
Bride And The Beast,3.4,634
Boy Meets Girl,7.1,4880
Top Dog,4.2,3739
The Santa Trap,5.7,375
The Gigolo 2,4.1,348
Survive,4.4,966
Sniper Corpse,4,99
Single White Female 2: The Psycho,4.1,1767
Shadowplay,4.9,744
Relative Chaos,6.8,9
Postcards From...,5.2,1253
Played,4.3,1475
Nurses Do It Better,3.9,40
Kuruthi,7.6,6204
Jack Goes Boating,6.3,8641
GOD & SPIES,5.6,3395
Eggs,6.7,943
Domestique,6.1,196
Diggers,6.3,2932
Dhogs,5.8,323
"Cougars, Inc.",4.9,4159
Closer and Closer,7.2,230426
Chhote Ustaad-Precaution is better than cure,9.7,7
Cam & Leon,5.9,34778
Buchinaidu Kandriga,6.7,40
Bloodworth,6,2005
All The Men In My Life,6.3,5723
Akedo: Ultimate Arcade Warriors,8,18
Zebra Girl,5,3199
Three Kingdoms,6.1,6621
The Woman In The Window,5.7,80398
The Refractor,2.9,17
The Eyes of Laura Mars,6.6,37381
The Carducci Talent Show,5.5,90
Simhasanam,8.6,68
Shershaah,8.3,126628
Raja The Great (Malayalam),6.3,2157
Oru Naal Koothu,6.8,578
Nancy,5.9,21243
Naane Raja Naane Mandhiri,7.1,60
Killer Movie,4.4,3053
Jurassic Attack,1.5,4798
Julia,4.7,537
Homeless Henry - Through the Tears,8.6,22
Havana Darkness,3.8,673
Bratz: The Movie,4,415
Bazukuru,5.1,93
A Thousand Things I'd Do For You,4.7,79
7 Assassins,5.1,390
Velainu Vandhutta Vellaikaaran,5.8,715
Sunshine Superman,6.9,1440
South,6.8,9386
Saltwater: The Battle For Ramree Island,2.6,247
Hideaki Anno: The Final Challenge of Evangelion,7.7,124
"Drunk, Stoned, Brilliant, Dead: The Story of the National Lampoon",7.2,2510
Becks,6.3,1230
Bangalore Naatkal,5.7,583
Arsenal,4,4856
Apex Predators,1.4,443
Antidote,4.9,1665
2149: The Aftermath,5.2,1504
15 Years,6.7,783
Valley of Ditches,3.9,357
Vallal,5.5,32
Uladhaal,6.4,74
Trap,6.6,149011
The Substance Of Things Hoped For,6.9,73
The Object of Beauty,5.6,2248
The G,9.2,1953200
The Adventurers,5.3,868
Thaimel Aanai,4.9,11
T-Rex Ranch Summertime Special,5.6,61
Stand By Me,8.1,427379
Soledad,5.8,119
Sharyat,6.7,19
Shared Rooms,5.8,857
"RiffTrax: ""MANOS"" The Hands of Fate",7.8,585
Red Hill,6.3,8977
Red,7,318740
Pudhumai Penn,4.3,10
Phas Gaye Re Obama,7.5,5738
Pete the Cat,7.8,391
Pawn Shop Chronicles,5.9,11857
Onirica,4.3,38
Night Shift,6.5,17261
Nandha,7.7,2596
Love is not what it used to be,4.9,184
Karuppu Aadu,6.2,131
Irudhi Suttru,7.6,12357
Inji iduppazhagi,5.5,900
Ilakku,7.3,2936
Ice Soldiers,4.3,2787
Hi Porgi Kunachi,5.6,25
Familiars,3.5,55
Eternal Love of Dream,6.2,145
Ennul Aayiram,4.8,33
Eddie Izzard: Force Majeure,7.3,478
Eddie Izzard: Dress To Kill,8.6,7454
Dostana,6.4,15823
Deva Shapath Khota Saangen Khara Sangnar Nahi,6.7,13
Desert Dancer,6.2,1999
Demonte Colony,7,2575
Court Lady,5.2,13
Chashme Bahaddar,6.5,54
Booba,6.8,56
Black Gunn,5.7,815
Bhakta Prahlada,7.9,86
Being Charlie,6.2,4722
Await the Dawn,3.7,514
Answers to Nothing,5,1122
Achamindri,6.3,132
Accident Man,6.2,12317
Aangila Padam,1.8,49
A River Runs Through It,7.2,63755
A Fighting Man,5.5,1638
54321,5.8,55
10/31 Part 2,4.4,270
Vikram Vedha,7.1,22692
Vetrivel,6.2,367
Uyirile Kalanthathu,6.3,309
Thagaraaru,5.6,89
Sivappu Manjal Pachai,7.1,1979
Sing Along with Pinkfong & Hogi,6,36
Saagasam,4,155
Pugazh,5.5,191
Orr Iravu,5.6,9
NAALAYAK,6,28
Manithan,6.9,1328
Madurai Sambavam,5.3,19
EVANGELION:3.0+1.01 THRICE UPON A TIME,8,12939
EVANGELION:2.22 YOU CAN (NOT) ADVANCE.,7.9,23818
EVANGELION:1.11 YOU ARE (NOT) ALONE.,7.5,26491
Dark Highlands,4.4,399
Black Dawn,3.8,3972
Tommy Davidson: Takin' It To D.C.,6,6
These Streets We Haunt,4.3,159
The Vatican Tapes,4.7,18890
Sweet Country,6.9,9068
Sent in Error,7.2,5910
Saturday Church,6.4,1161
Sarpatta Parampara,8.5,24422
Sarpatta Parambarai,8.5,24422
Sakalakala Vallavan,6.4,286
Mr. Superinvisible,4.2,156
Mother in Law,7,6
Marked Man,7,33
Malicious,6.3,3349
Ghost In The Shell 2.0,7.9,14993
Dreaming Grand Avenue,6.1,102
Cruel Intentions 3,4.6,8569
Alien Extinction,2.1,2506
A Familiar Lie,6.3,28
1 Night in San Diego,3.5,556
Weekenders,4.9,306
UFO Secret Reports,4.6,7
The Key to Rebecca,4.9,504
Sniper 3,5.2,4443
Ray Winstone's Sicily,6,53
Permanent Midnight,6.2,7806
No Men Beyond This Point,6.3,2031
"Nick Cannon: Stand-Up, Don't Shoot",3.6,105
Musical Chairs,5.7,337
Miracle on the Mountain: The Kincaid Family Story,4.5,293
Merise Merise,6.3,734
Magic Mountains,5.2,310
LOL - Enga Siri Paappom,5.6,253
Kurara: The Dazzling Life of Hokusai's Daughter,7.2,105
Kuch Tum Kaho Kuch Hum Kahein,5.9,679
Facebook Follies: The Unexpected Consequences of Social Media,6.1,137
Drag Heals,4.8,55
Chosen,5.3,1014
Bram Stoker's Dracula Guest,7.4,230055
Black's Game,6.7,4312
At Middleton,6.5,8953
Already Lucky,5.3,15
Walk On Water,7.3,6989
Tiger House,5.2,4763
The Mad Hatter,2.7,659
The California No,4.3,240
School Life,6.5,3153
Ryan's World,3.2,10
Quarantine 2: Terminal,5.2,20480
Not Forgotten,4.7,2808
Love Mr Right,7,9
Inference Notes,5.9,98
Hot Girl,8.6,12
He Who Can't Marry,5.4,1043
ER Doctors,7.3,207430
Chalk It Up,4.5,1305
Brothers In Arms,2.5,1879
Blackwater Valley Exorcism,3.4,786
Back Roads,6.3,5328
After Masks,3.1,1390
A Social Cure,7.8,7
A Bite of Shunde,9,87
Where is Chicky? - Chapter Eight,5.4,133
Victoria Small,5.8,39
The Pearl,3.9,265
The Hunters,7,9152
Some Kind of a Nut,4.3,326
Route 666,4.4,3670
Rent A Cop,4.6,1973
Range Runners,4.8,509
Little Baby Bum - Summertime Special,6.4,115
Hrid Majhare,6.4,234
Holy Air,6.5,174
Gogoler Kirti,6,20
Enhanced,4.8,967
Eighteen,6.3,581
Curse of the Black Widow,8.1,1175757
Chicago Overcoat,5.9,1248
Boris and Rufus,8.7,64
Bob and The Monster,7.4,357
Believe: The Eddie Izzard Story,7.3,560
Anatomy of a Love Seen,4.7,2705
The Secret of Crickley Hall,7.3,330771
The Midwife,6.7,2970
The Ex (2006),5.4,17850
Tart,4.7,3430
Shiba Park,6,30
Peque�as Victorias,6.3,319
Nicole,7.6,11
Mirror Image,5.2,633
Mamangam,5.4,2953
I'd Like to be Alone Now,5.5,343
Hideaki ANNO and Hitoshi MATSUMOTO fireside chat,7,10
Hellgate,3.6,1753
Faithful,4.6,121
E.14,5.6,60
Deus Vult: God Wills It,5,14
Camp Wedding,3.3,1793
Art of War III: The Retribution,2.6,988
Anacondas: Trail of Blood,4.3,252
Aaron Loves Angela,5.8,293
A Wonderful Christmas,5.5,129
Winners Tape All: The Henderson Brothers Story,6.8,65
Wayne,7,166201
Villavan: The Vigilante,6.2,18
Vibes,5.7,5024
Velaikkaran,7.2,4419
Varuthapadatha Valibar Sangam,6.8,2194
Vaanam Vasappadum,7.3,17
The Waste Land,7.2,18
The Private Life of Samuel Pepys,7,12927
The Prisoner of Zenda,7.6,4912
The Hired Heart,6.2,378
The Hawk,5.4,481
The Groomsmen,6,4724
The Case Watson,7.4,10
The Big Town,5.9,2477
Taipei Exchange,6.6,675
Shivalinga,6.9,632
Sarah's Room,5.3,41
Sangili Bungili Kadhava Thorae,5.3,472
Rogue,7.8,668393
Rip the Falcon,6.6,12451
Rejects,7.2,13
Rangoon,5.6,4983
Meow,4.5,186
Lieutenant Jangles,6.8,104
Kodiveeran,4.8,169
Killer Among Us,4.8,448
Incubated,7.4,8
In A Relationship,5.5,2983
I'm With Lucy,5.9,3545
I Could Never Be Your Woman,6,19061
Holy Cross,7.1,109
Fury At Sundown - John Derek & Nick Adams in a Classic Western,6.6,1539
Flesh and Blood,5.4,1103
Fear and Desire,5.3,13034
Def Comedy Jam,7.9,595
Death and Compromise,7,37
Daphne,6.1,2106
Coup!,8.7,24
Colorful Colorado,6.4,79
Clown Motel Vacancies,3.4,64
Checkmate,8.1,23815
Center Stage: Turn It Up,6,6336
Burton and Taylor,6.4,2491
Brazen Hussies,7.6,55
Born Kicking,5.5,19938
Bloodthirsty,4.8,1672
Black Easter,3.2,980
Black and White,5,5981
Awakening The Zodiac,4.8,2213
ARMS OF MY ENEMY,6.6,591
Three Roses,4.6,38
The White Orchid,4.3,200
The Flock,5.7,12047
Reunion of Champions,5.9,25
Pioneer,6,5233
Neela Malargal,5.2,41
Kalathur Gramam,6.4,37
Cruel Train,5.6,122
Count Dracula,5.6,3580
Copenhagen,7,13693
Alaigal Oivathillai,6.5,129
Spiked,5.1,140
Mulberry Street,5.5,6340
Mr. Wise Guy,5.7,539
Lower Learning,3.9,2828
Ju-On: The Grudge,6.7,46942
Delicatessen,7.5,88255
Crimes of the Heart,6.3,4336
Bit,4.9,1300
Appuvinte Sathyanweshanam,5.2,16
"Wrong Place, Wrong Time",3,1912
Stories We Tell,7.5,13927
Sankarabharanam,8.9,2414
RiffTrax: Frankenstein Island,5.8,64
My Zoe,6,1305
Kansas City,6.3,5285
Into Dust,8.5,28
God Raiga Vs King Ohga,3.9,58
Black Butterfly,6.1,14647
Track Of The Vampire,5.5,15
Three Summers,6.2,847
Thooral Ninnu Pochchu,7.5,100
They Stole The Bomb,6.7,299
The Scoundrels,6.6,359
The Maitlands,7.5,322035
The Lost World,6.5,434977
The Last House on the Street,5.1,2257
The Healer,6.4,8215
The Habit of Beauty,5.5,139
The Great Kandinsky,7.5,83
The Glass House,5.8,39204
The Clothes in the Wardrobe,7,1096
Stranger from Shaolin,6.5,63
Spring,5.3,146638
Sinbad,6.4,8359
She Was So Pretty,3.4,237
Sengottai,6.3,28
Seithithaal,2.7,7
Raymond & Miguel,6.2,7486
Raising Jeffrey Dahmer,3.9,463
Podhuvaga Emmanasu Thangam,3.6,175
PISHACHINI,7.3,49
Peeping Tom,7.6,37730
Outside The Law,6.6,4053
Murderous Trance,5.4,922
Manal Kayiru 2,3.8,33
Killing Me Softly,5.4,18855
Katha Nayagan,7.1,49
Karma Cartel,7,28
Kadhal Kasakuthaiya,6.8,129
Kadavul Irukaan Kumaru,3.1,326
Kadamban,5.4,506
It Might Be You,6.2,15
In Your Dreams,5.8,1770
Hi Life,5.6,678
Hell on Wheels,3.6,169
He Who Lives In Hidden Lakes,6.8,32
Hawkins,7.4,182
Go Now,7.4,13270
Friends Family & Lovers,6.3,1501
Flowers of the Forest,7.5,54764
Evil Everywhere,3.6,85
Every Time I Die,5.2,1359
Enakku Vaaitha Adimaigal,5.8,244
Cortez,7.7,56
Conjuring the Genie,4.2,666
Cherished,6.1,992
Chennai 600028 II,6.9,1281
Care,7.8,6794
Bright Hair,5.8,1502
Breakout,4.6,1377
Breakable You,5.5,450
Blue/Orange,7.3,727
Bliss,5.5,423
Beauty and the Beast,7.1,325606
"Barbara Stanwyck & Sterling Hayden in ""Crime of Passion"" - A Film Noir Classic",6.5,1114
Bambino Mio,6.4,110
Bad Boy Blues,4.6,623
Anuraag,6.7,149
Ammani,8.6,837
A Little Water,4.5,60
A Breed of Heroes,3.2,157
5 Souls,3.4,334
Winner Take All,6,584
Ulkuthu,6.2,111
Theeviram,7.1,38
The Secret Life of the World's Busiest Airport,6.6,6
The Rev,8,845177
The GiggleBellies: Monster Trucks,8.7,9
The Color of Time,4.1,1548
Stalled,7.8,235
Secret Life of the Long-Haul Flight,6.8,82
Raja Ranguski,6.4,324
Patra Vaitha Nerupondru,6.5,128
Packed To The Rafters,7.5,2457
Oh My Kadavule,8.1,4679
Nethraa,5.2,18
Nervous Energy,7,83
Memories of Reality,4.1,39
Meendum Oru Mariyathai,4.5,24
Measure for Measure,5.6,358
Lovecraft: Fear of the Unknown,7.2,2005
Leap of Faith,6.1,13915
King Girl,5.9,4354
Hostage,6.5,112714
Home Invasion,5.1,3739
Heart Surgeon,6.7,74
Great Moments in Aviation,6.2,366
Goliath,6.8,1823
Gigglebug,6,22
Genghis Cohn,6.8,190
Friday on My Mind,5.8,26
Destined To Ride,5.5,289
Degrees of Error,6.1,228
Defendor,6.7,37305
Dead Ringers,7.2,51888
Danny,7,32719
Cocktail,5.9,89918
Century,7.3,48110
Byron,7,1126
Blackeyes,9.1,8
Bhaskar Oru Rascal,4.9,428
Alice in Panchalinadu,3.9,106
Abhiyum Anuvum,5.9,849
A Mothers Testimony,4.9,224
Welcome To Happiness,6.1,1014
Unwanted Guest,4.9,14
Tiny Dancers,7,26
The Breed,5.1,13917
Sawan Ki Ghata,6.2,78
Rupi Kaur Live,5.9,22
RiffTrax: Breaker Breaker,6.2,58
RIDE ON TIME,8.3,26628
Paranormal Signs Investigations,4.3,5012
Padaiveeran,5.7,152
Paar Magaley Paar,6.7,29
My Magic Pet Morphle - Songs for Kids,5.4,106
My Little Sweet Pea,6.6,229
"Mother, May I Sleep With Danger",4.8,1039
Mardi Gras: Spring Break,5.1,6126
Knockdown,4,278
Kazhugu 2,5.4,83
Kalam,6.2,85
Jarugandi,5.3,160
Iron Monkey 2,4.6,827
House Owner,9.1,6306
Guigo Offline,6.5,64
Funny Face,7,32082
Freelancers: Mexico,4.6,10555
Fernando,8.4,8
Faith of My Fathers,3.8,714
Different,4.1,570
Devour,4.7,5380
Devi 2,3.8,442
Deceit,5.5,1812
Crush,6.3,8745
Conspiracy,6.7,104933
College Kumar,7.2,115
Circle,6,63282
Breaking Wind,2.3,4932
BisKoth,4.5,685
Annanukku Jai,4.8,7
Wedding Wars,6,2040
Vex,6.4,12
Varmaa,6.3,1089
The Perfect Husband,4.4,3068
Tempt Raja,5.2,1562
Sniper: Ultimate Kill,5.6,5529
Poola Rangadu,5.6,187
Love Lies Bleeding,5.6,2338
Kalyana Parisu,7.4,46
Jezebel's Kiss,4.4,313
Give Up The Ghost,5.9,47
Ghost Town,6.7,76660
For Hope,8.6,1415213
Family Reunion,5.3,11769
Cruel Intentions 2,4.4,15992
Cover Versions,5.5,745
Yemaali,4.5,116
The Harvard Psychologist,8,23
The Courier (2021),7,21
Super Wings,6,375
Sugar Daddy,5.8,597
Queen Marie,7.2,2315
Out of Bounds,5.4,1959
One More Saturday Night,5.6,336
Noxious 2,2.2,176
Monty & Co,8.2,558885
Montana,6.5,3036
Madhoshi,4.6,440
Lake Michigan Monster,6.1,632
Konga,4.5,2108
Henri,4.4,74
Eight Hours from Paris,7,9024
Dhilluku Dhuddu 2,5.4,706
Crawl,6.1,90875
Closure,5.5,7305
Absence of The Good,4.4,1669
Welcome The Stranger,4.4,1625
Unmaad,7.6,11
The Witch of Kings Cross,6.4,350
The Entitled,4.6,683
The American,6.3,100685
The Aggression Scale,5.9,3459
Silukkuvarupatti Singam,5.4,542
Roger Corman's Operation Rogue,4.4,715
Once Upon a Time in China IV,7.6,802069
On Strike For Christmas,5.2,955
Lovesick,5.2,2967
Lost Horizon,7.6,14104
Lakshmi,5.8,564
Lake Placid: The Final Chapter,6,56365
Kanarie,7.5,687
I Love You Phillip Morris,6.6,98521
Hell At My Heels,1.4,151
Clive Barker's The Plague,5.8,140
Barsaat Ki Ek Raat,6.1,367
Barrabas,7.7,108
A Chinese Ghost Story,7.8,22
The Torture Chamber of Dr. Sadism,5.9,2375
The Last Time,6,3961
Teary of love,6.5,63409
Solace,6.4,67100
Pink Floyd - The Making Of The Dark Side Of The Moon (Classic Album),8.1,270
PARASAKTHY,7.6,347
Painkiller,3.5,204
Murder in Paradise,7.3,305
Method to the Madness of Jerry Lewis,6.7,12
I am woman,6.6,2702
For Pete's Sake,6.2,2553
Fair Play,7.3,381
American Virgins,2.6,457
A Chinese Ghost Story II,6.6,2865
Winter Night in Gagra,7.3,771
Winning Of The West,6.4,109
Win By Fall,5.3,35
Where The Day Takes You,6.5,3812
Wagon Team,6.1,99
Vivandi�re,4.4,64
Vasanthi,6.9,22
Thy Neighbor,4.6,207
The Waiting List,7.4,21
The Scarlet Pirate,7.4,11
The Privileged,4.5,254
The Prayer List,6,69
The Mare,4.5,113
The Legend of Bagger Vance,6.7,58590
The Last Face,5,5402
The Fog (1980),6.8,79835
The Californians,4.8,440
The Bygone,5.6,2983
The Boy,7.7,1079
The Boss,5.4,48045
Thatrom Thookrom,6.5,545
Sonthakkaran,4.5,85
Sister Code,4.3,421
Silver City,6,4185
Sicko,8,76411
Sema Thimiru,3.6,9773
Seetharamudu,4.3,155
Sahodari,5.3,7
Revolt of the Zombies,3.4,1814
Priyasakhi,4.6,192
Prawaas,8,206
Physical Evidence,5.1,2019
Phat Beach,4,987
Panam Padaithavan,7.1,16
Oru Adaar Love,4.6,3218
Once Upon a Time in China V,7.6,802069
Nomads,5.3,4985
No Way Jose,4.5,766
Night Stage To Galveston,6.3,113
New Providence,5.5,39
Liz: The Elizabeth Taylor Story,6.4,16
Lies in Plain Sight,6.8,21458
Lake Placid 3,5.8,64210
Kudiyirundha Koyil,7.7,63
Just a Gigolo,5.5,1082
Ja (Telugu),8.3,1038637
Indiscreet (1958),6.7,9867
I Am Dur�n,7.2,548
Hey Jude,6.8,1410
Hell's Fury: Dead or Alive,3.8,47
Heavy Metal 2000,5.4,9100
Eddie Izzard: Definite Article,8.3,2170
Digging To Death,4.5,597
Days of the Bagnold Summer,6.5,2490
Cool Money,3.7,625
Concrete Plans,5.3,773
Christmas on Division Street,6.2,588
Charlie Chaplin 2,3.9,284
Breakout (1975),6.1,4434
Bonku Babu,6,46
Bhopal:A Prayer for Rain,7.1,2154
Bearry,3.6,278
Barbed Wire,4.5,1407
Bad Impulse,4.1,228
Apache Country,5.9,133
Annie: A Royal Adventure,3.8,450
And God Created Woman,4.3,2047
A Taste of Jupiter,5.5,53
A Memory in my Heart,4.4,5005
A Distant Place,6.6,237
A Chinese Ghost Story III,6.6,2865
Welcome to zama,5.8,5
Wah Wah,6.7,3260
Varsity Punks,6.3,105
Vanmam,5,171
UnAuthorized,6.9,5514
Traffic,7.6,215922
The Turn of the Screw,5.4,590
The Survivors,5.8,5573
The River Murders,5.2,4979
The King of Marvin Gardens,6.5,5902
The King Maker,3.5,735
The Deaths of Ian Stone,5.5,13580
The Awkward Comedy Show,7.8,42
The Alamo,6,21863
Tai Pan,5.5,1847
Survival Code,6.2,122
"Surrender, Dorothy",5.8,390
Superchamp Returns,7.4,131
Sinna Mapplai,6.3,49
Scenes of a Sexual Nature,6,5997
Scare Campaign,5.9,3768
Santa Who?,7.3,653
Romeo and Juliet,7.6,33947
Roger Dodger,6.9,17792
Robocop: Prime Directives-Resurrection,4.6,2733
Robocop: Prime Directives-Crash and Burn,4.6,2733
Revenge of the Middle-Aged Woman,3.6,9
Retreat,6.4,237
Resistance,6.5,8429
Redcon-1,3.8,3623
Planet Of The Apes (2001),5.7,225202
Patriot Games,6.8,117949
Operation Avalanche,6.1,7776
Once Upon a Time in China III,7.6,802069
Now is Good,7,34824
Nightlight,4.4,2304
Night Things,4.5,129
Nick Cannon: Mr. Showbiz,4.7,92
Next Door,6.8,3597
Nemesis Game,5.4,2265
Mutants,5.5,4219
Maximum Security,3.5,1129
Max,6.6,27731
Mara,5.1,8674
Lust,6.8,7240
Lost: MH370,5.8,115
Light Sleeper,6.9,8899
Lawless Frontier,5,1089
Kill For Me,5.5,3739
KasaK Rahay Gi,7.7,9
K9 Adventures - Legend of the Lost Gold,5.2,227
June Falling Down,6.9,56
JARRETTS,7.2,20602
Iruvar Ullam,5,15
Insta Famous,3.4,38
Insanitarium,5,4798
Heist,6.1,31998
Haunting of Helena,4.6,4696
Glass House: The Good Mother,5.5,2776
Ghost Watcher 2,4.8,324
Extracurricular,5,1085
Excision,6.1,24003
Ed Gein: The Butcher of Plainfield,3.7,2162
Disconnect,7.5,77486
Devil's Snare,1.8,7
Detention (2004),5.6,16144
Delivery: The Beast Within,5.3,1456
Daredevil,5.3,226115
Coming Through the Rye,6.3,1051
Cold Enough for Snow,7.3,68
Chronofilm,4.6,27
Chinese Box,6.2,3542
Carnivorous,2.6,243
Cameron's Closet,5,1090
Cafe Express,7,693
Boston Strangler: The Untold Story,3.9,757
Blue Juice,5.1,2897
Big Top Evil,3.2,196
"Big Mommas: Like Father, Like Son: Casting Session",4.4,28861
"Big Mommas: Like Father, Like Son (Extended Cut)",4.4,28861
"Big Mommas: Like Father, Like Son",4.4,28861
Beast Within,3.6,172
Battle of the Eagles,6.7,58444
Back To The Rafters,8.5,1265275
Armageddon,6.7,441760
All Marketplaces,7.9,121
A Different Loyalty,4.9,1503
21 Grams,7.6,242877
13 Teen,3.6,400
